,car,starting_price,combined_mpg,expert_rating,consumer_rating
764,Certified 2016 Nissan JUKE SUV,"$12,545",28 MPG,4.2 ,4.4 
765,Certified 2016 Chevrolet Malibu Sedan,"$12,665",31 MPG,4.2 ,4 
766,Certified 2016 Buick Verano Sedan,"$12,711",25 MPG,4.2 ,4.6 
767,Certified 2016 Nissan Quest Van/Minivan,"$13,026",23 MPG,4.2 ,4.6 
768,Used 2015 Chrysler 300 Sedan,"$13,040",21 MPG,4.2 ,4.8 
769,Used 2014 Toyota Avalon Sedan,"$13,148",25 MPG,4.2 ,4.4 
770,Certified 2017 Buick Verano Sedan,"$13,180",24 MPG,4.2 ,4.6 
771,Certified 2016 Subaru Legacy Sedan,"$13,474",30 MPG,4.2 ,4.4 
772,Certified 2016 Toyota Prius c Hatchback,"$13,531",50 MPG,4.2 ,4.8 
773,Certified 2017 Toyota Corolla Sedan,"$13,663",32 MPG,4.2 ,4.2 
774,Certified 2017 Ford Fusion Sedan,"$13,752",42 MPG,4.2 ,4.5 
775,Used 2015 Hyundai Santa Fe SUV,"$14,022",20 MPG,4.2 ,4.7 
776,Certified 2016 Jeep Renegade SUV,"$14,112",24 MPG,4.2 ,4 
777,Certified 2017 Volkswagen Golf Hatchback,"$14,190",29 MPG,4.2 ,4.7 
778,Certified 2018 Kia Forte Sedan,"$14,254",32 MPG,4.2 ,4.6 
779,Certified 2017 Nissan Quest Van/Minivan,"$14,543",22 MPG,4.2 ,4.6 
780,Certified 2018 Kia Forte5 Hatchback,"$14,617",28 MPG,4.2 ,4.6 
781,Certified 2016 Ford Fusion Energi Sedan,"$14,745",38 MPG | 88 MPGe,4.2 ,4.7 
782,Certified 2018 Toyota Corolla Sedan,"$14,927",31 MPG,4.2 ,4.2 
783,Certified 2017 Chevrolet Colorado Extended Cab Pickup,"$14,950",22 MPG,4.2 ,4.4 
784,Used 2014 BMW 5 Series Sedan,"$15,028",27 MPG,4.2 ,4.3 
785,Used 2014 Audi A5 Coupe,"$15,154",24 MPG,4.2 ,4.7 
786,Certified 2017 Toyota Prius c Hatchback,"$15,300",46 MPG,4.2 ,4.8 
787,Certified 2015 GMC Sierra 1500 Regular Cab Pickup,"$15,552",18 MPG,4.2 ,4.3 
788,Certified 2015 Toyota Avalon Sedan,"$15,585",24 MPG,4.2 ,4.4 
789,Certified 2018 Chevrolet Colorado Extended Cab Pickup,"$15,700",22 MPG,4.2 ,4.4 
790,Certified 2016 Volkswagen Golf GTI Hatchback,"$15,828",28 MPG,4.2 ,4.6 
791,Used 2016 Lincoln MKC SUV,"$15,880",22 MPG,4.2 ,4.6 
792,Certified 2017 Kia Sorento SUV,"$15,947",24 MPG,4.2 ,4.6 
793,Certified 2015 Nissan Murano SUV,"$15,950",24 MPG,4.2 ,4.6 
794,Used 2014 Lexus ES Sedan,"$15,998",24 MPG,4.2 ,4.6 
795,Certified 2018 GMC Canyon Extended Cab Pickup,"$16,100",22 MPG,4.2 ,4.6 
796,Certified 2017 Ford Fusion Energi Sedan,"$16,927",42 MPG | 97 MPGe,4.2 ,4.7 
797,Certified 2016 Buick Cascada Convertible,"$17,120",23 MPG,4.2 ,4.6 
798,Certified 2016 Volvo XC60 SUV,"$17,237",22 MPG,4.2 ,4.4 
799,Certified 2017 Chevrolet Silverado 1500 Regular Cab Pickup,"$17,417",18 MPG,4.2 ,4.4 
800,Certified 2019 MAZDA CX‑3 SUV,"$17,429",29 MPG,4.2 ,4.7 
801,Certified 2016 Nissan Murano SUV,"$17,550",24 MPG,4.2 ,4.6 
802,Certified 2017 Volkswagen Golf GTI Hatchback,"$17,889",27 MPG,4.2 ,4.6 
803,Certified 2018 Kia Sorento SUV,"$18,200",24 MPG,4.2 ,4.6 
804,Certified 2016 Dodge Challenger Coupe,"$18,410",23 MPG,4.2 ,4.8 
805,Certified 2017 Nissan Pathfinder SUV,"$18,550",22 MPG,4.2 ,4 
806,Certified 2016 MAZDA CX‑9 SUV,"$18,590",23 MPG,4.2 ,4.9 
807,Used 2016 BMW 4 Series Coupe,"$19,019",26 MPG,4.2 ,4.8 
808,Certified 2016 Audi A5 Coupe,"$19,659",25 MPG,4.2 ,4.7 
809,Certified 2017 Chevrolet Colorado Crew Cab Pickup,"$19,900",10 MPG,4.2 ,4.4 
810,Certified 2015 Acura MDX SUV,"$19,950",23 MPG,4.2 ,4.1 
811,Certified 2018 Volkswagen Golf Alltrack Wagon,"$20,100",24 MPG,4.2 ,4.9 
812,Certified 2019 Hyundai Tucson SUV,"$20,192",23 MPG,4.2 ,4.3 
813,Certified 2017 Volkswagen e‑Golf Hatchback,"$20,275",119 MPGe,4.2 ,5 
814,Certified 2018 Chevrolet Colorado Crew Cab Pickup,"$20,300",19 MPG,4.2 ,4.4 
815,Certified 2018 Chevrolet Silverado 1500 Regular Cab Pickup,"$20,318",18 MPG,4.2 ,4.4 
816,Used 2015 GMC Sierra 1500 Double Cab Pickup,"$20,853",18 MPG,4.2 ,4.3 
817,Certified 2017 GMC Acadia SUV,"$20,882",23 MPG,4.2 ,3.9 
818,Certified 2018 Nissan Pathfinder SUV,"$21,347",22 MPG,4.2 ,4 
819,Certified 2015 GMC Sierra 1500 Crew Cab Pickup,"$21,386",18 MPG,4.2 ,4.3 
820,Certified 2018 GMC Canyon Crew Cab Pickup,"$21,600",20 MPG,4.2 ,4.6 
821,Certified 2017 Chevrolet Silverado 1500 Double Cab Pickup,"$22,215",18 MPG,4.2 ,4.4 
822,Certified 2017 Chevrolet Silverado 1500 Crew Cab Pickup,"$22,312",18 MPG,4.2 ,4.4 
823,Certified 2018 GMC Acadia SUV,"$22,458",23 MPG,4.2 ,3.9 
824,Certified 2018 Chevrolet Silverado 1500 Double Cab Pickup,"$22,871",18 MPG,4.2 ,4.4 
825,Certified 2018 Volvo S60 Sedan,"$22,954",26 MPG,4.2 ,4.6 
826,Used 2014 Audi S5 Coupe,"$23,230",20 MPG,4.2 ,4.9 
827,Certified 2017 Volvo XC60 SUV,"$23,892",26 MPG,4.2 ,4.4 
828,Certified 2019 GMC Canyon Crew Cab Pickup,"$24,000",20 MPG,4.2 ,4.6 
829,Certified 2016 Volvo XC70 Wagon,"$24,038",22 MPG,4.2 ,4.6 
830,Certified 2019 Nissan Pathfinder SUV,"$24,200",22 MPG,4.2 ,4 
831,Certified 2016 Volkswagen Golf R Hatchback,"$24,705",25 MPG,4.2 ,4.9 
832,Certified 2018 Chevrolet Silverado 1500 Crew Cab Pickup,"$25,100",18 MPG,4.2 ,4.4 
833,Certified 2019 Subaru Outback SUV,"$25,700",28 MPG,4.2 ,4.5 
834,Certified 2017 Nissan Armada SUV,"$25,783",15 MPG,4.2 ,4.8 
835,Certified 2017 BMW 4 Series Coupe,"$26,206",25 MPG,4.2 ,4.8 
836,Certified 2017 INFINITI QX60 SUV,"$28,650",22 MPG,4.2 ,4.1 
837,Certified 2019 Nissan 370Z Coupe,"$29,052",20 MPG,4.2 ,4.8 
838,Certified 2017 Volkswagen Golf R Hatchback,"$29,301",25 MPG,4.2 ,4.9 
839,Certified 2018 INFINITI QX60 SUV,"$30,350",22 MPG,4.2 ,4.1 
840,Certified 2018 Cadillac CTS Sedan,"$30,823",24 MPG,4.2 ,4.7 
841,Certified 2017 Jaguar F‑PACE SUV,"$30,832",29 MPG,4.2 ,4.7 
842,Certified 2016 Audi S5 Coupe,"$32,403",20 MPG,4.2 ,4.9 
843,Certified 2017 Chevrolet SS Sedan,"$35,676",16 MPG,4.2 ,4.8 
844,Certified 2018 Cadillac CT6 Sedan,"$36,148",25 MPG,4.2 ,3.7 
845,Certified 2017 Porsche Macan SUV,"$37,461",22 MPG,4.2 ,4.7 
846,Certified 2018 Porsche Macan SUV,"$43,376",22 MPG,4.2 ,4.7 
847,Certified 2016 BMW M4 Convertible,"$43,600",19 MPG,4.2 ,5 
848,Certified 2017 Maserati Levante SUV,"$43,750",16 MPG,4.2 ,5 
849,Certified 2019 Land Rover Range Rover Velar SUV,"$44,500",23 MPG,4.2 ,4 
850,Certified 2018 Maserati Levante SUV,"$47,600",16 MPG,4.2 ,5 
851,Certified 2017 BMW M4 Convertible,"$49,700",19 MPG,4.2 ,5 
852,Certified 2019 Porsche Macan SUV,"$55,099",21 MPG,4.2 ,4.7 
853,Certified 2018 Cadillac CTS‑V Sedan,"$65,057",17 MPG,4.2 ,5 
854,New 2020 Chevrolet Malibu Sedan,"$22,970",32 MPG,4.1 ,4 
855,New 2020 Ford Fusion Sedan,"$24,365",24 MPG,4.1 ,4.5 
856,New 2020 Chevrolet Colorado Crew Cab Pickup,"$27,795",20 MPG,4.1 ,4.4 
857,New 2020 Kia Sorento SUV,"$28,110",25 MPG,4.1 ,4.6 
858,New 2020 GMC Acadia SUV,"$30,995",23 MPG,4.1 ,3.9 
859,New 2020 Nissan Murano SUV,"$32,625",23 MPG,4.1 ,4.6 
860,New 2020 Nissan Pathfinder SUV,"$32,775",23 MPG,4.1 ,4 
861,New 2020 Ford Explorer SUV,"$34,010",24 MPG,4.1 ,4.1 
862,New 2020 Cadillac CT5 Sedan,"$37,890",25 MPG,4.1 ,5 
863,New 2020 Jaguar F‑PACE SUV,"$46,225",24 MPG,4.1 ,4.7 
864,New 2020 Lincoln Aviator SUV,"$52,195",21 MPG,4.1 ,5 
865,New 2019 Toyota Prius c Hatchback,"$22,485",46 MPG,4.1 ,4.8 
866,New 2019 Volkswagen Golf SportWagen Wagon,"$22,790",32 MPG,4.1 ,4.8 
867,New 2019 Volkswagen e‑Golf Hatchback,"$32,790",119 MPGe,4.1 ,5 
868,New 2019 Ford Fusion Energi Sedan,"$35,490",42 MPG | 103 MPGe,4.1 ,4.7 
869,New 2019 Volkswagen Golf R Hatchback,"$41,290",24 MPG,4.1 ,4.9 
870,New 2019 Alfa Romeo Stelvio SUV,"$41,590",25 MPG,4.1 ,4.8 
871,New 2019 BMW M4 Coupe,"$70,145",19 MPG,4.1 ,5 
872,New 2019 Maserati Levante SUV,"$78,385",17 MPG,4.1 ,5 
873,Certified 2015 Toyota Yaris Hatchback,"$8,686",32 MPG,4.1 ,4.6 
874,Used 2014 MAZDA CX‑5 SUV,"$10,335",28 MPG,4.1 ,4.6 
875,Certified 2015 Toyota Prius c Hatchback,"$11,087",50 MPG,4.1 ,4.8 
876,Certified 2015 Nissan Altima Sedan,"$11,182",31 MPG,4.1 ,4.2 
877,Used 2014 Honda Accord Coupe,"$11,307",28 MPG,4.1 ,4.4 
878,Certified 2015 Subaru Impreza Sedan,"$11,519",28 MPG,4.1 ,4.4 
879,Used 2015 Nissan NV200 Van/Minivan,"$11,769",24 MPG,4.1 ,3.4 
880,Used 2015 Kia Sportage SUV,"$12,107",22 MPG,4.1 ,4.5 
881,Certified 2017 Volkswagen Jetta Sedan,"$12,156",32 MPG,4.1 ,4.4 
882,Used 2015 Hyundai Tucson SUV,"$12,223",22 MPG,4.1 ,4.2 
883,Certified 2016 Subaru Impreza Sedan,"$12,362",28 MPG,4.1 ,4.4 
884,Certified 2016 Buick Encore SUV,"$12,376",26 MPG,4.1 ,4.4 
885,Used 2014 BMW 3 Series Sedan,"$12,640",27 MPG,4.1 ,4.5 
886,Certified 2018 Ford Focus Sedan,"$12,659",28 MPG,4.1 ,3.8 
887,Certified 2017 Nissan Sentra Sedan,"$12,769",30 MPG,4.1 ,3.8 
888,Used 2016 Kia Sportage SUV,"$12,852",22 MPG,4.1 ,4.5 
889,Certified 2016 Honda CR‑Z Coupe,"$12,856",34 MPG,4.1 ,4.7 
890,Certified 2016 Nissan Altima Sedan,"$13,016",31 MPG,4.1 ,4.2 
891,Certified 2014 MAZDA MX‑5 Miata Convertible,"$13,020",23 MPG,4.1 ,4.8 
892,Used 2015 BMW 3 Series Sedan,"$13,399",27 MPG,4.1 ,4.5 
893,Certified 2017 Chevrolet Malibu Sedan,"$13,490",30 MPG,4.1 ,4 
894,Certified 2017 Volkswagen Passat Sedan,"$13,688",27 MPG,4.1 ,4.5 
895,Certified 2018 Volkswagen Jetta Sedan,"$13,858",32 MPG,4.1 ,4.4 
896,Certified 2018 Chevrolet Malibu Sedan,"$13,972",30 MPG,4.1 ,4 
897,Certified 2017 Ford Escape SUV,"$14,293",24 MPG,4.1 ,4.1 
898,Used 2014 GMC Acadia SUV,"$14,350",19 MPG,4.1 ,4 
899,Certified 2018 Nissan Sentra Sedan,"$14,711",30 MPG,4.1 ,3.8 
900,Certified 2017 Subaru Legacy Sedan,"$15,061",29 MPG,4.1 ,4.4 
901,Certified 2018 Ford Fusion Sedan,"$15,200",25 MPG,4.1 ,4.5 
902,Certified 2014 Honda Accord Hybrid Sedan,"$15,224",47 MPG,4.1 ,4.8 
903,Certified 2016 Chrysler 300 Sedan,"$15,228",21 MPG,4.1 ,4.8 
904,Certified 2017 Nissan JUKE SUV,"$15,273",28 MPG,4.1 ,4.4 
905,Certified 2018 Volkswagen Golf Hatchback,"$15,319",28 MPG,4.1 ,4.7 
906,Certified 2018 Volkswagen Passat Sedan,"$15,450",29 MPG,4.1 ,4.5 
907,Certified 2017 Jeep Renegade SUV,"$15,467",24 MPG,4.1 ,4 
908,Certified 2015 Honda Pilot SUV,"$15,600",20 MPG,4.1 ,4.5 
909,Used 2015 Audi A5 Coupe,"$15,620",25 MPG,4.1 ,4.7 
910,Used 2016 Hyundai Santa Fe SUV,"$15,972",20 MPG,4.1 ,4.7 
911,Certified 2018 Ford Escape SUV,"$16,106",24 MPG,4.1 ,4.1 
912,Certified 2016 Volvo V60 Wagon,"$16,909",29 MPG,4.1 ,3.9 
913,Certified 2019 Ford Fusion Sedan,"$17,071",25 MPG,4.1 ,4.5 
914,Certified 2016 INFINITI Q50 Sedan,"$17,170",24 MPG,4.1 ,4.3 
915,Certified 2016 GMC Sierra 1500 Regular Cab Pickup,"$17,325",18 MPG,4.1 ,4.3 
916,Certified 2016 Toyota Avalon Sedan,"$17,331",24 MPG,4.1 ,4.4 
917,Certified 2018 Volkswagen Golf SportWagen Wagon,"$17,400",28 MPG,4.1 ,4.8 
918,Certified 2018 Jeep Renegade SUV,"$17,423",24 MPG,4.1 ,4 
919,Used 2015 BMW 5 Series Sedan,"$17,495",26 MPG,4.1 ,4.3 
920,Certified 2019 Ford Escape SUV,"$17,611",24 MPG,4.1 ,4.1 
921,Certified 2018 Subaru Legacy Sedan,"$17,741",29 MPG,4.1 ,4.4 
922,Certified 2017 GMC Sierra 1500 Regular Cab Pickup,"$17,755",18 MPG,4.1 ,4.3 
923,Certified 2019 Volkswagen Passat Sedan,"$17,825",29 MPG,4.1 ,4.5 
924,Certified 2016 Cadillac ATS Sedan,"$17,964",26 MPG,4.1 ,4.4 
925,Certified 2019 Volkswagen Golf Hatchback,"$18,100",32 MPG,4.1 ,4.7 
926,Certified 2016 Volkswagen Eos Convertible,"$18,240",25 MPG,4.1 ,4.5 
927,Certified 2017 Chrysler 300 Sedan,"$18,309",21 MPG,4.1 ,4.8 
928,Certified 2017 Kia Cadenza Sedan,"$18,411",23 MPG,4.1 ,5 
929,Used 2014 Toyota Highlander SUV,"$18,471",20 MPG,4.1 ,4.3 
930,Certified 2017 Hyundai Santa Fe SUV,"$18,910",20 MPG,4.1 ,4.7 
931,Certified 2017 Nissan Murano SUV,"$19,095",24 MPG,4.1 ,4.6 
932,Certified 2018 Toyota Prius c Hatchback,"$19,136",46 MPG,4.1 ,4.8 
933,Certified 2015 Lexus ES Sedan,"$19,404",24 MPG,4.1 ,4.6 
934,Certified 2019 Jeep Renegade SUV,"$19,456",24 MPG,4.1 ,4 
935,Certified 2017 Buick Cascada Convertible,"$19,486",23 MPG,4.1 ,4.6 
936,Certified 2017 Lincoln MKC SUV,"$19,697",21 MPG,4.1 ,4.6 
937,Certified 2017 Toyota Avalon Sedan,"$19,715",24 MPG,4.1 ,4.4 
938,Certified 2017 Volvo V60 Wagon,"$19,753",26 MPG,4.1 ,3.9 
939,Certified 2017 Dodge Challenger Coupe,"$20,002",23 MPG,4.1 ,4.8 
940,Certified 2018 Ford Fusion Energi Sedan,"$20,174",42 MPG | 97 MPGe,4.1 ,4.7 
941,Certified 2019 Kia Sorento SUV,"$20,350",25 MPG,4.1 ,4.6 
942,Certified 2018 Buick Cascada Convertible,"$20,851",24 MPG,4.1 ,4.6 
943,Certified 2017 MAZDA CX‑9 SUV,"$20,900",23 MPG,4.1 ,4.9 
944,Certified 2018 Dodge Challenger Coupe,"$20,923",23 MPG,4.1 ,4.8 
945,Certified 2017 Toyota Avalon Hybrid Sedan,"$20,979",40 MPG,4.1 ,4.7 
946,Certified 2018 Volkswagen Golf GTI Hatchback,"$21,419",27 MPG,4.1 ,4.6 
947,Certified 2018 Lincoln MKC SUV,"$21,530",21 MPG,4.1 ,4.6 
948,Certified 2018 Volkswagen e‑Golf Hatchback,"$21,900",119 MPGe,4.1 ,5 
949,Certified 2018 Nissan Murano SUV,"$21,912",24 MPG,4.1 ,4.6 
950,Certified 2016 BMW 5 Series Sedan,"$22,639",24 MPG,4.1 ,4.3 
951,Certified 2016 GMC Sierra 1500 Crew Cab Pickup,"$23,060",18 MPG,4.1 ,4.3 
952,Certified 2017 Volvo S90 Sedan,"$23,304",27 MPG,4.1 ,4.7 
953,Certified 2019 Volkswagen Golf GTI Hatchback,"$23,356",27 MPG,4.1 ,4.6 
954,Certified 2018 MAZDA CX‑9 SUV,"$23,850",23 MPG,4.1 ,4.9 
955,Certified 2016 GMC Sierra 1500 Double Cab Pickup,"$24,029",18 MPG,4.1 ,4.3 
956,Certified 2017 Cadillac XT5 SUV,"$24,500",22 MPG,4.1 ,4 
957,Certified 2017 Audi A5 Sport Coupe,"$24,623",25 MPG,4.1 ,4.7 
958,Certified 2019 Nissan Murano SUV,"$25,000",23 MPG,4.1 ,4.6 
959,Certified 2017 GMC Sierra 1500 Crew Cab Pickup,"$25,402",18 MPG,4.1 ,4.3 
960,Certified 2019 GMC Acadia SUV,"$25,438",20 MPG,4.1 ,3.9 
961,Certified 2017 Alfa Romeo Giulia Sedan,"$25,802",26 MPG,4.1 ,4.9 
962,Certified 2018 Volvo S90 Sedan,"$26,780",26 MPG,4.1 ,4.7 
963,Certified 2017 GMC Sierra 1500 Double Cab Pickup,"$26,981",18 MPG,4.1 ,4.3 
964,Certified 2015 Audi S5 Coupe,"$27,719",20 MPG,4.1 ,4.9 
965,Certified 2018 Alfa Romeo Giulia Sedan,"$28,390",26 MPG,4.1 ,4.9 
966,Certified 2019 Volvo S90 Sedan,"$28,733",26 MPG,4.1 ,4.7 
967,Certified 2018 Alfa Romeo Stelvio SUV,"$28,767",24 MPG,4.1 ,4.8 
968,Certified 2018 Nissan Armada SUV,"$29,653",15 MPG,4.1 ,4.8 
969,Used 2016 BMW X6 SUV,"$30,400",21 MPG,4.1 ,5 
970,Used 2014 Audi S8 Sedan,"$30,972",19 MPG,4.1 ,5 
971,Certified 2018 BMW 4 Series Coupe,"$32,028",25 MPG,4.1 ,4.8 
972,Certified 2019 INFINITI QX60 SUV,"$32,150",22 MPG,4.1 ,4.1 
973,Certified 2017 Mercedes‑Benz SLC Convertible,"$32,712",27 MPG,4.1 ,4.6 
974,Certified 2019 Nissan Armada SUV,"$32,860",15 MPG,4.1 ,4.8 
975,Certified 2018 Volkswagen Golf R Hatchback,"$32,893",24 MPG,4.1 ,4.9 
976,Certified 2018 Jaguar F‑PACE SUV,"$33,185",24 MPG,4.1 ,4.7 
977,Certified 2016 Cadillac ATS‑V Coupe,"$34,395",19 MPG,4.1 ,5 
978,Used 2015 Audi RS 5 Coupe,"$34,974",18 MPG,4.1 ,4.8 
979,Certified 2019 Jaguar F‑PACE SUV,"$35,087",24 MPG,4.1 ,4.7 
980,Used 2014 Chevrolet Corvette Coupe,"$35,358",20 MPG,4.1 ,4.9 
981,Certified 2017 Audi S5 Coupe,"$35,862",20 MPG,4.1 ,4.9 
982,Certified 2017 BMW X6 SUV,"$37,600",21 MPG,4.1 ,5 
983,Certified 2019 BMW 4 Series Sedan,"$37,750",27 MPG,4.1 ,4.8 
984,Certified 2015 BMW M3 Sedan,"$40,500",19 MPG,4.1 ,4.7 
985,Certified 2017 Mercedes‑Benz Mercedes‑AMG SLC Convertible,"$41,362",23 MPG,4.1 ,4.6 
986,Certified 2015 BMW M5 Sedan,"$43,624",16 MPG,4.1 ,5 
987,Used 2016 BMW X6 M SUV,"$44,100",16 MPG,4.1 ,5 
988,Certified 2016 BMW M5 Sedan,"$47,667",16 MPG,4.1 ,5 
989,Certified 2018 BMW M4 Coupe,"$56,200",19 MPG,4.1 ,5 
990,Certified 2017 BMW X6 M SUV,"$57,600",16 MPG,4.1 ,5 
991,Certified 2015 Porsche 911 Coupe,"$66,713",22 MPG,4.1 ,4.9 
992,Certified 2016 Porsche 911 Coupe,"$69,835",22 MPG,4.1 ,4.9 
993,New 2019 Hyundai Santa Fe XL SUV,"$32,045",21 MPG,4 ,4.7 
994,New 2019 Buick Cascada Convertible,"$33,995",24 MPG,4 ,4.6 
995,New 2019 Kia Cadenza Sedan,"$34,095",23 MPG,4 ,5 
996,New 2019 Lincoln MKC SUV,"$34,990",23 MPG,4 ,4.6 
997,New 2019 Alfa Romeo Giulia Sedan,"$39,840",27 MPG,4 ,4.9 
998,New 2019 Cadillac ATS Coupe,"$39,990",25 MPG,4 ,4.4 
999,New 2019 Cadillac ATS‑V Coupe,"$68,790",19 MPG,4 ,5 
1000,New 2019 BMW X6 M SUV,"$106,695",16 MPG,4 ,5 
1001,Used 2014 Volkswagen Passat Sedan,"$7,430",28 MPG,4 ,4.5 
1002,Used 2014 Kia Forte Sedan,"$7,665",29 MPG,4 ,4.6 
1003,Certified 2015 Chevrolet Cruze Sedan,"$8,432",29 MPG,4 ,4.3 
1004,Certified 2016 Toyota Yaris Hatchback,"$9,305",32 MPG,4 ,4.6 
1005,Certified 2015 Volkswagen Passat Sedan,"$9,393",28 MPG,4 ,4.5 
1006,Used 2014 Kia Soul Wagon,"$9,442",26 MPG,4 ,4.5 
1007,Used 2013 Toyota Prius Hatchback,"$10,059",50 MPG,4 ,4.7 
1008,Certified 2017 Toyota Yaris Hatchback,"$11,066",32 MPG,4 ,4.6 
1009,Used 2015 Chrysler Town & Country Van/Minivan,"$11,642",20 MPG,4 ,3.9 
1010,Used 2014 Nissan Pathfinder SUV,"$11,700",21 MPG,4 ,4 
1011,Certified 2015 Ford Escape SUV,"$12,073",25 MPG,4 ,4.1 
1012,Used 2016 Nissan NV200 Van/Minivan,"$12,323",25 MPG,4 ,3.4 
1013,Used 2014 Chevrolet Traverse SUV,"$12,549",19 MPG,4 ,4.2 
1014,Used 2014 Ford F150 Regular Cab Pickup,"$12,722",16 MPG,4 ,4.6 
1015,Used 2013 Toyota Prius Plug‑in Hybrid Hatchback,"$12,939",50 MPG | 95 MPGe,4 ,4.9 
1016,Certified 2016 Ford C‑MAX Hybrid Wagon,"$12,975",40 MPG,4 ,4.5 
1017,Certified 2015 MAZDA MX‑5 Miata Convertible,"$13,052",23 MPG,4 ,4.8 
1018,Used 2015 Hyundai Santa Fe Sport SUV,"$13,065",21 MPG,4 ,4.7 
1019,Certified 2017 Chevrolet Trax SUV,"$13,259",27 MPG,4 ,4.3 
1020,Used 2014 Cadillac CTS Coupe,"$13,381",21 MPG,4 ,4.7 
1021,Certified 2017 Buick Encore SUV,"$13,458",28 MPG,4 ,4.4 
1022,Used 2016 Hyundai Santa Fe Sport SUV,"$13,750",21 MPG,4 ,4.7 
1023,Used 2017 Nissan NV200 Van/Minivan,"$14,344",25 MPG,4 ,3.4 
1024,Certified 2015 Ford Edge SUV,"$14,729",20 MPG,4 ,4.5 
1025,Certified 2017 Nissan Altima Sedan,"$14,976",31 MPG,4 ,4.2 
1026,Used 2014 INFINITI Q50 Sedan,"$15,297",28 MPG,4 ,4.3 
1027,Certified 2019 Chevrolet Malibu Sedan,"$15,819",32 MPG,4 ,4 
1028,Certified 2016 Ford C‑MAX Energi Wagon,"$15,871",38 MPG | 88 MPGe,4 ,4.5 
1029,Certified 2019 Nissan Sentra Sedan,"$16,482",30 MPG,4 ,3.8 
1030,Certified 2016 Nissan Maxima Sedan,"$16,648",25 MPG,4 ,4.6 
1031,Used 2014 Ford F150 SuperCrew Cab Pickup,"$16,908",16 MPG,4 ,4.6 
1032,Certified 2018 Buick Encore SUV,"$16,971",28 MPG,4 ,4.4 
1033,Certified 2018 Nissan Altima Sedan,"$16,990",31 MPG,4 ,4.2 
1034,Certified 2015 Nissan Armada SUV,"$18,938",14 MPG,4 ,4.5 
1035,Certified 2018 Chrysler 300 Sedan,"$18,950",21 MPG,4 ,4.8 
1036,Certified 2017 Nissan Maxima Sedan,"$19,127",25 MPG,4 ,4.6 
1037,Certified 2017 Buick LaCrosse Sedan,"$19,320",25 MPG,4 ,4.3 
1038,Certified 2018 GMC Sierra 1500 Regular Cab Pickup,"$19,814",18 MPG,4 ,4.3 
1039,Certified 2017 Nissan TITAN Single Cab Pickup,"$19,967",18 MPG,4 ,4.5 
1040,Certified 2018 Kia Cadenza Sedan,"$20,050",23 MPG,4 ,5 
1041,Certified 2018 Hyundai Santa Fe SUV,"$20,200",20 MPG,4 ,4.7 
1042,Certified 2019 Subaru Legacy Sedan,"$20,251",29 MPG,4 ,4.4 
1043,Certified 2019 Chrysler 300 Sedan,"$20,695",21 MPG,4 ,4.8 
1044,Certified 2018 Toyota Avalon Sedan,"$20,734",24 MPG,4 ,4.4 
1045,Certified 2017 Jaguar XE Sedan,"$20,970",24 MPG,4 ,4.8 
1046,Used 2015 Audi Q7 SUV,"$20,974",18 MPG,4 ,4.4 
1047,Used 2014 Audi A7 Sedan,"$21,080",21 MPG,4 ,4.7 
1048,Certified 2016 INFINITI QX50 SUV,"$21,539",20 MPG,4 ,4.6 
1049,Certified 2017 Nissan Titan King Cab Pickup,"$21,638",18 MPG,4 ,3 
1050,Certified 2014 Porsche Cayenne SUV,"$22,280",17 MPG,4 ,4.5 
1051,Certified 2017 Cadillac ATS Sedan,"$22,387",23 MPG,4 ,4.4 
1052,Certified 2019 Dodge Challenger Coupe,"$22,756",21 MPG,4 ,4.8 
1053,Certified 2016 INFINITI Q70 Sedan,"$22,800",20 MPG,4 ,4.5 
1054,Certified 2016 Acura RLX Sedan,"$23,254",24 MPG,4 ,4.3 
1055,Used 2014 Mercedes‑Benz CLS‑Class Coupe,"$23,327",20 MPG,4 ,4.9 
1056,Certified 2016 INFINITI QX70 SUV,"$23,600",18 MPG,4 ,4.6 
1057,Certified 2018 Toyota Avalon Hybrid Sedan,"$23,772",40 MPG,4 ,4.7 
1058,Certified 2018 Jaguar XE Sedan,"$23,832",28 MPG,4 ,4.8 
1059,Certified 2018 Cadillac ATS Coupe,"$24,864",23 MPG,4 ,4.4 
1060,Certified 2017 Lexus ES Sedan,"$24,942",24 MPG,4 ,4.6 
1061,Used 2015 Audi A7 Sedan,"$25,388",21 MPG,4 ,4.7 
1062,Certified 2017 Nissan Titan Crew Cab Pickup,"$25,825",18 MPG,4 ,4.5 
1063,Certified 2017 Kia K900 Sedan,"$26,098",20 MPG,4 ,4.1 
1064,Certified 2016 Acura RLX Sport Hybrid Sedan,"$26,264",30 MPG,4 ,5 
1065,Used 2015 Audi A8 Sedan,"$26,359",22 MPG,4 ,4.3 
1066,Certified 2017 Acura RLX Sedan,"$26,999",23 MPG,4 ,4.3 
1067,Certified 2018 Volvo V60 Wagon,"$27,379",26 MPG,4 ,3.9 
1068,Certified 2019 MAZDA CX‑9 SUV,"$27,500",23 MPG,4 ,4.9 
1069,Certified 2018 Cadillac XT5 SUV,"$27,684",21 MPG,4 ,4 
1070,Certified 2018 GMC Sierra 1500 Double Cab Pickup,"$28,393",18 MPG,4 ,4.3 
